filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.35375407338142395,0.12995848059654236,1793.0110014293641,2031.835127813612,3873.3286280089906,0.08089608106148492,-114.48799133300781,120.73168182373047,-16.759761810302734,42.35154342651367,-7.429445266723633,18.944067001342773,-12.795440673828125,15.91910171508789,-12.096378326416016,11.571216583251953,-7.844485282897949,9.501638412475586,-3.8771352767944336,5.827502250671387,-5.606501579284668,0.3044263422489166,-1.6357226371765137,-0.1724136918783188,-2.274672508239746,1.7466048002243042,blues
blues.00001.wav,0.35178515315055847,0.09121859818696976,1472.639206881354,1984.1752943002298,3382.061838384571,0.054152769721577725,-220.83287048339844,126.01986694335938,7.5014777183532715,37.3648796081543,5.080443382263184,21.399682998657227,-8.151714324951172,22.637325286865234,-8.837069511413574,11.74310302734375,-4.609553337097168,7.209246635437012,-1.6347534656524658,3.713979959487915,-5.553071022033691,1.4932763576507568,0.7716671228408813,-0.5959475040435791,-1.5190708637237549,0.22119921445846558,blues
blues.00002.wav,0.3684179186820984,0.16694311797618866,1514.8759229664665,1716.1459679016816,3003.831874909368,0.07171729988399073,-99.10397338867188,142.58102416992188,-27.469451904296875,34.586185455322266,-15.94554328918457,25.519439697265625,-12.599181175231934,10.042102813720703,-11.486989974975586,7.539852142333984,-13.462080955505371,3.6172618865966797,-7.540853023529053,-2.751279592514038,-8.461508750915527,2.52173113822937,-7.473602294921875,-2.5486719608306885,-2.4242844581604004,-2.444669008255005,blues
blues.00003.wav,0.40643373131752014,0.13972826302051544,1043.4277764467993,1557.5297559068297,2148.399151228973,0.03275846052059165,-205.21836853027344,151.7717742919922,5.636944770812988,26.63543128967285,3.597883701324463,12.996661186218262,-4.658472061157227,9.544474601745605,0.30299246311187744,9.220831871032715,-0.7409594058990479,5.63330078125,-3.39890718460083,-0.6933891177177429,-2.462338924407959,0.14038915932178497,-1.8598077297210693,0.7980915307998657,-0.23329074680805206,-2.7259209156036377,blues
blues.00004.wav,0.3062990605831146,0.09180299192667007,1905.2023677006607,1782.0768983536295,3721.609475828379,0.10704008664443156,-161.5308074951172,122.03748321533203,-34.83087158203125,23.134403228759766,-32.51942825317383,11.620158195495605,-22.645051956176758,1.313349723815918,-12.106527328491211,1.8925771713256836,-14.236387252807617,-3.026005983352661,-6.602613925933838,-7.546970367431641,-9.393887519836426,-4.2562785148620605,-6.094135284423828,-0.7116254568099976,-4.5609941482543945,-12.26583194732666,blues
blues.00005.wav,0.30237331986427307,0.10040253400802612,1840.8437129367887,1712.5477639319718,3431.2234900667054,0.0958911869199536,-189.0238494873047,118.94223022460938,-17.32635498046875,34.09822463989258,-20.681764602661133,14.090028762817383,-21.712491989135742,4.731071472167969,-9.423712730407715,-0.022796383127570152,-12.237860679626465,-2.7076878547668457,-9.696150779724121,-10.043431282043457,-5.449724197387695,-5.451741695404053,-1.8550047874450684,-3.3273184299468994,-2.433926820755005,-7.5312089920043945,blues
blues.00006.wav,0.2780211865901947,0.13001345098018646,1431.1237363967484,1389.218150497784,2786.688756389574,0.06697383446925755,-204.91322326660156,128.5987548828125,-29.721403121948242,31.62598991394043,11.8003568649292,-0.8702380061149597,-20.32044792175293,0.1913815438747406,-7.048704147338867,-5.9364213943481445,-9.250314712524414,-3.3121957778930664,-5.508296012878418,-8.985611915588379,-5.230082988739014,-9.075996398925781,-10.264336585998535,-7.213529586791992,-4.229428291320801,-6.616489410400391,blues
blues.00007.wav,0.306390643119812,0.12919002771377563,1335.4272488667755,1537.3229785890592,2762.0829500344403,0.05386671168068446,-186.50006103515625,142.2029571533203,-25.16087532043457,37.37556457519531,8.413270950317383,11.202780723571777,-19.354246139526367,8.633747100830078,-11.015262603759766,-5.509452819824219,-6.703236103057861,-6.834614276885986,-3.376603364944458,-7.539231300354004,-8.711116790771484,-7.31744384765625,-11.181164741516113,-11.644760131835938,-4.543370246887207,-9.162867546081543,blues
blues.00008.wav,0.3940177261829376,0.14547166228294373,1727.0039144871057,2022.7228635763443,3792.029544980786,0.06517931590777262,-119.70562744140625,122.34095764160156,-15.701075553894043,47.723506927490234,-8.40713119506836,20.54396629333496,-20.08708381652832,22.359739303588867,-12.098309516906738,21.29721450805664,-6.767117023468018,6.626308441162109,-13.170757293701172,5.125469207763672,-5.446170330047607,-1.0594371557235718,-6.833625793457031,2.497281551361084,3.6071341037750244,-2.3763809204101562,blues
blues.00009.wav,0.2680251896381378,0.08961758017539978,1898.2211529260526,1985.382863045973,4121.972174766169,0.08444320076856149,-202.53936767578125,112.10298919677734,-13.538718223571777,42.72891616821289,-22.72052574157715,14.510814666748047,-10.611921310424805,8.950333595275879,-13.765281677246094,5.251739025115967,-6.789295673370361,3.1128196716308594,0.1803029477596283,-6.745201587677002,-1.8207478523254395,-2.8673477172851562,-3.2780098915100098,-2.0704522132873535,3.720459222793579,-4.802572727203369,blues
blues.00010.wav,0.31052544713020325,0.14480194449424744,1330.1499771812432,1449.1023262864187,2516.6868701058584,0.06138635622099768,-173.0028839111328,143.68795776367188,-24.553022384643555,26.164371490478516,-14.382139205932617,3.1027464866638184,-13.048380851745605,6.526223182678223,-4.4679646492004395,0.04771793261170387,-2.0811257362365723,1.281542181968689,-4.6646342277526855,-1.284969687461853,-0.1874023824930191,-3.83341908454895,0.34328657388687134,-2.6085104942321777,-1.5817902088165283,-4.212581634521484,blues
blues.00011.wav,0.3742704689502716,0.06031293794512749,1352.1448656129305,1743.6931022502247,2841.708338620215,0.04607290458236659,-296.9223937988281,125.06420135498047,6.696656227111816,30.650768280029297,1.3774594068527222,12.914871215820312,-3.6498825550079346,9.20743465423584,1.09990656375885,6.269934177398682,-4.308905124664307,-2.8072173595428467,-5.80826997756958,-6.449843883514404,-2.696988105773926,-3.5436413288116455,-2.629385232925415,-1.2669700384140015,1.7482675313949585,-4.340889930725098,blues
blues.00012.wav,0.26993510127067566,0.12083370983600616,1448.279534173776,1595.0873116277107,2856.2345075496664,0.07686747752320186,-204.18992614746094,127.2174072265625,-18.1663761138916,64.03719329833984,1.2345279455184937,12.77529525756836,1.8363637924194336,-0.6654087901115417,-18.816856384277344,8.415238380432129,-2.9390645027160645,-1.324049949645996,0.21834449470043182,3.670334577560425,-5.710344314575195,-9.555025100708008,-8.759016036987305,-2.9855093955993652,-2.08064866065979,-6.0051140785217285,blues
blues.00013.wav,0.281475305557251,0.10745444893836975,1298.0259844957243,1845.7079552950283,2724.8494938188805,0.04798864377900232,-207.85447692871094,127.37483978271484,12.347493171691895,45.83494186401367,6.018920421600342,15.46525764465332,-2.3754615783691406,7.715665817260742,-21.414941787719727,9.6633939743042,-5.611149311065674,-1.677115797996521,-3.255305051803589,8.852675437927246,-0.8343219757080078,-1.8743534088134766,-3.838197708129883,-2.678001642227173,-1.9921224117279053,-5.980888843536377,blues
blues.00014.wav,0.3005882203578949,0.06762255728244781,1126.1953757504828,1695.2821474136372,2240.077637851653,0.04189759008845707,-310.6703186035156,113.82060241699219,15.059845924377441,43.37661361694336,16.373071670532227,15.787875175476074,5.757116794586182,0.5520681142807007,-6.53342342376709,12.747315406799316,8.626326560974121,1.8652479648590088,5.849422454833984,8.403197288513184,2.097846508026123,1.0131778717041016,0.014181256294250488,-3.7760391235351562,-1.5790410041809082,-2.2035865783691406,blues
